transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,pre_discount_total_price,grand_total_price,payment_method,employee_id,credit_card_number,credit_card_type
281,483,464,2022-11-19,7,"8,507.64",,59553.48,59553.48,credit card,761,3564329162072859,jcb
282,540,4144,2023-04-27,10,"4,977.38",,49773.8,49773.8,credit card,812,201849106399113,diners-club-enroute
283,670,621,2022-07-19,15,"3,281.88",0.92,49228.2,45289.944,cash,787,,
284,506,6701,2023-09-20,66,"3,887.69",0.69,256587.54,177045.4026,credit card,574,6333808953481695,switch
285,661,7567,2022-02-26,15,"3,578.13",,53671.95,53671.95,credit card,768,3588561962058629,jcb
286,648,5801,2022-01-01,96,"3,850.88",0.55,369684.48,203326.464,credit card,350,3562719041875534,jcb
287,946,7847,2022-05-24,22,"5,519.87",,121437.14,121437.14,cash,905,,
288,334,2456,2022-06-04,46,"5,052.13",,232397.98,232397.98,cash,961,,
289,142,8170,2023-01-24,89,850.72,,75714.08,75714.08,credit card,74,3538495023580282,jcb
290,422,4009,2023-10-27,30,"6,429.01",,192870.3,192870.3,credit card,45,3545168441410322,diners-club-carte-blanche
291,799,5853,2023-11-04,17,"8,895.16",0.25,151217.72,37804.43,credit card,707,3582773571754045,jcb
292,908,262,2022-11-22,32,"6,901.33",0.32,220842.56,70669.6192,credit card,599,3564814628960581,mastercard
293,275,8224,2023-05-18,89,"2,832.32",,252076.48,252076.48,credit card,384,3588875520682419,instapayment
294,885,1763,2022-04-18,11,"5,437.13",,59808.43,59808.43,credit card,927,670646139009906070,laser
295,679,3856,2023-12-28,98,"3,061.74",,300050.52,300050.52,credit card,715,6761117411094277,maestro
296,759,1926,2022-04-20,15,"7,912.77",0.35,118691.55,41542.0425,credit card,989,5330876541996842,mastercard
297,810,9276,2022-08-11,75,"1,887.24",,141543,141543,credit card,186,3564004033971114,china-unionpay
298,217,7393,2023-08-04,9,"5,247.87",0.12,47230.83,5667.6996,credit card,411,3555556261068120,jcb
299,574,1738,2023-01-07,47,"6,922.92",,325377.24,325377.24,credit card,66,201711241077865,diners-club-enroute
300,827,7094,2022-03-02,26,415.49,,10802.74,10802.74,credit card,413,493619113839178572,switch
301,498,421,2022-01-19,63,"7,386.74",,465364.62,465364.62,credit card,433,3589282940522490,china-unionpay
302,699,8477,2022-04-19,53,"3,643.34",0.16,193097.02,30895.5232,credit card,238,4917373523113970,visa-electron
303,886,6631,2022-01-25,96,755.39,,72517.44,72517.44,credit card,338,3561277625328926,diners-club-carte-blanche
304,326,5220,2023-12-16,53,"2,133.06",,113052.18,113052.18,check,822,,
305,718,9182,2022-02-02,57,"6,177.69",,352128.33,352128.33,credit card,547,374622649706834,americanexpress
306,972,4934,2022-07-03,34,"5,996.45",,203879.3,203879.3,credit card,542,5602239156281375,bankcard
307,45,9040,2023-04-25,67,"5,972.00",,400124,400124,credit card,784,6304287620422900,visa
308,67,8709,2023-10-30,37,"8,213.59",,303902.83,303902.83,credit card,618,3587276700956197,jcb
309,10,8152,2023-08-10,81,"8,269.81",0.84,669854.61,562677.8724,credit card,552,3571321876266837,maestro
310,59,5770,2023-01-22,21,"9,408.71",,197582.91,197582.91,cash,938,,
311,711,6424,2022-04-29,30,"7,357.58",0.01,220727.4,2207.274,credit card,164,3560051230528530,jcb
312,324,337,2023-11-30,68,"3,833.66",0.39,260688.88,101668.6632,check,545,,
313,398,4238,2022-05-24,72,"7,332.45",,527936.4,527936.4,cash,423,,
314,73,15,2022-04-27,14,"8,762.16",0.93,122670.24,114083.3232,check,180,,
315,325,3689,2023-01-31,19,"1,923.93",,36554.67,36554.67,check,228,,
316,865,4937,2023-07-10,44,"9,429.78",0.01,414910.32,4149.1032,credit card,241,3583024661513993,jcb
317,278,7508,2023-10-26,85,"4,878.47",0.50,414669.95,207334.975,credit card,360,3529784240411665,jcb
318,975,9986,2022-06-29,98,"2,099.25",0.56,205726.5,115206.84,cash,224,,
319,362,7238,2023-02-13,44,646.65,,28452.6,28452.6,credit card,608,5100135847601269,mastercard
320,303,7110,2022-09-21,8,"4,714.48",,37715.84,37715.84,credit card,466,201906517549171,diners-club-enroute
321,919,6934,2023-01-21,37,"3,636.68",0.46,134557.16,61896.2936,credit card,779,3566176019284643,maestro
322,114,8520,2023-05-27,46,"7,150.78",,328935.88,328935.88,credit card,474,5520115378515460,diners-club-us-ca
323,620,655,2023-11-26,38,"8,288.97",,314980.86,314980.86,credit card,491,30159127041471,diners-club-carte-blanche
324,341,4232,2023-06-30,22,"8,029.30",,176644.6,176644.6,credit card,690,3550359054781875,mastercard
325,978,7578,2022-03-19,18,"3,061.79",0.08,55112.22,4408.9776,credit card,222,5602232248377160,mastercard
326,897,5816,2022-04-09,81,"5,527.40",,447719.4,447719.4,credit card,523,3582278491811735,visa
327,354,4061,2022-04-28,34,"8,349.61",,283886.74,283886.74,credit card,9,5302905022945830,mastercard
328,410,8306,2023-05-17,79,"3,841.12",0.35,303448.48,106206.968,check,461,,
329,999,3549,2023-08-22,93,"3,846.49",,357723.57,357723.57,credit card,299,30111180946278,diners-club-carte-blanche
330,293,122,2022-01-02,81,"9,351.18",,757445.58,757445.58,cash,29,,
331,775,9812,2023-04-30,4,"6,308.18",0.30,25232.72,7569.816,credit card,706,3585146722482674,jcb
332,733,9555,2022-03-27,97,"8,166.76",,792175.72,792175.72,cash,997,,
333,788,674,2023-12-13,87,"7,835.85",,681718.95,681718.95,check,23,,
334,821,1521,2023-12-12,77,563.65,,43401.05,43401.05,credit card,205,3545344266681400,jcb
335,759,9513,2022-12-12,37,"4,219.55",,156123.35,156123.35,credit card,804,3557778043368630,instapayment
336,609,1832,2022-12-08,7,"1,497.03",0.41,10479.21,4296.4761,credit card,499,3577613524483382,jcb
337,820,3505,2023-07-17,99,"9,824.80",,972655.2,972655.2,cash,568,,
338,529,6441,2023-04-11,44,"5,564.99",0.07,244859.56,17140.1692,credit card,995,6767029336213409,solo
339,428,5063,2022-11-21,22,"4,266.69",0.82,93867.18,76971.0876,check,227,,
340,554,3557,2023-11-03,76,"2,893.97",0.07,219941.72,15395.9204,credit card,947,3563618490444892,jcb
341,713,8633,2023-07-31,63,149.68,,9429.84,9429.84,credit card,594,4917838219411763,visa-electron
342,681,347,2023-07-26,92,383.15,,35249.8,35249.8,cash,221,,
343,423,2648,2023-03-07,26,"7,339.07",0.38,190815.82,72510.0116,cash,511,,
344,226,7838,2023-08-05,57,"7,079.90",,403554.3,403554.3,cash,614,,
345,969,6072,2022-08-10,79,"1,296.44",0.49,102418.76,50185.1924,credit card,731,5108751769733401,mastercard
346,287,2858,2022-01-26,82,"7,515.04",,616233.28,616233.28,cash,824,,
347,157,548,2023-03-17,100,"5,997.00",,599700,599700,credit card,820,3563823118473691,mastercard
348,226,516,2023-08-04,86,"5,231.79",,449933.94,449933.94,credit card,15,3550036887002477,jcb
349,49,5764,2022-11-11,63,"4,142.99",0.11,261008.37,28710.9207,credit card,745,3569879526247139,jcb
350,760,3372,2023-10-10,42,"9,404.07",0.14,394970.94,55295.9316,credit card,920,3575167054887605,jcb
351,482,6617,2023-08-07,18,"8,190.73",0.90,147433.14,132689.826,credit card,209,201567614128523,diners-club-enroute
352,228,536,2023-05-28,7,543.90,0.26,3807.3,989.898,cash,843,,
353,985,5160,2023-12-19,82,"4,268.96",0.47,350054.72,164525.7184,credit card,188,560221192798662228,china-unionpay
354,503,5535,2022-04-25,73,"9,646.64",0.77,704204.72,542237.6344,credit card,494,67637235335044691,maestro
355,351,2339,2023-10-22,63,941.79,0.56,59332.77,33226.3512,check,205,,
356,294,1449,2022-04-14,82,"1,954.87",,160299.34,160299.34,credit card,249,4913969070152388,visa-electron
357,40,4058,2023-11-05,86,"9,272.02",,797393.72,797393.72,cash,57,,
358,230,6055,2022-05-16,49,"5,189.67",,254293.83,254293.83,credit card,464,5018180751121582,maestro
359,549,5449,2023-10-18,8,"8,390.80",,67126.4,67126.4,credit card,540,3573798853954964,jcb
360,506,5424,2022-02-02,38,350.17,0.79,13306.46,10512.1034,cash,904,,
361,543,4001,2022-02-12,72,"8,426.52",0.52,606709.44,315488.9088,credit card,94,5437455420945915,mastercard
362,81,7467,2022-02-15,14,"6,752.04",,94528.56,94528.56,check,299,,
363,861,8607,2023-01-14,25,"8,481.01",0.05,212025.25,10601.2625,credit card,564,5602220040255288,china-unionpay
364,412,629,2022-01-23,37,"7,373.80",,272830.6,272830.6,cash,495,,
365,776,7158,2023-09-19,56,"2,165.21",0.65,121251.76,78813.644,credit card,873,5602239387124352,instapayment
366,775,779,2022-01-09,11,"4,443.91",0.31,48883.01,15153.7331,credit card,564,3533451333481914,jcb
367,835,2189,2022-03-11,51,"3,054.80",0.23,155794.8,35832.804,cash,459,,
368,415,686,2022-11-28,25,"1,189.79",,29744.75,29744.75,credit card,618,5893636000867846,maestro
369,472,5750,2022-10-24,75,"4,572.61",,342945.75,342945.75,credit card,762,6759881550809662,diners-club-us-ca
370,91,9340,2023-05-25,66,"4,827.18",,318593.88,318593.88,credit card,531,6761254446756958,maestro
371,206,5362,2023-10-28,92,"2,336.77",0.71,214982.84,152637.8164,credit card,902,3565490863387449,diners-club-carte-blanche
372,79,9444,2022-09-03,14,"5,462.29",,76472.06,76472.06,cash,598,,
373,234,1355,2023-01-14,93,"6,618.02",,615475.86,615475.86,cash,171,,
374,187,8847,2022-06-05,33,"7,709.56",0.33,254415.48,83957.1084,check,511,,
375,559,2971,2023-07-26,72,"6,215.17",,447492.24,447492.24,credit card,212,3568245583088041,jcb
376,974,1300,2022-09-08,84,433.57,0.53,36419.88,19302.5364,credit card,375,5100134909285483,mastercard
377,157,7247,2022-08-03,79,587.67,0.50,46425.93,23212.965,credit card,228,372301243754860,americanexpress
378,481,3860,2022-02-24,81,"6,245.22",,505862.82,505862.82,credit card,641,5602253947296386,bankcard
379,325,491,2023-03-01,82,"5,734.18",0.44,470202.76,206889.2144,cash,338,,
380,724,1740,2022-12-12,86,"4,202.06",,361377.16,361377.16,cash,490,,
381,865,8379,2023-05-13,66,"5,217.40",,344348.4,344348.4,credit card,212,5602248694972361,diners-club-carte-blanche
382,602,4429,2022-12-07,98,"9,787.25",,959150.5,959150.5,cash,672,,
383,920,1939,2022-08-29,52,"6,707.20",0.72,348774.4,251117.568,credit card,292,4017954735920085,visa
384,939,7033,2022-11-19,52,"4,493.17",,233644.84,233644.84,credit card,122,3556018978296030,jcb
385,658,4160,2023-10-31,70,"5,945.73",,416201.1,416201.1,credit card,543,3536603352324782,jcb
386,873,2299,2022-08-18,98,"9,452.39",0.38,926334.22,352007.0036,credit card,702,5380084827067748,mastercard
387,680,3829,2022-01-24,65,682.19,0.10,44342.35,4434.235,check,716,,
388,381,3949,2023-08-31,35,"1,011.26",0.17,35394.1,6016.997,credit card,297,3566074111277989,jcb
389,764,1877,2022-05-12,19,"9,561.43",0.72,181667.17,130800.3624,credit card,186,3574986290979467,jcb
390,56,7855,2022-07-13,64,"6,311.52",,403937.28,403937.28,credit card,938,5893236945777744280,maestro
391,653,4665,2023-07-20,29,575.19,0.91,16680.51,15179.2641,credit card,361,3537018096624505,china-unionpay
392,441,9548,2022-12-19,75,"8,703.84",,652788,652788,credit card,690,372301443559671,americanexpress
393,88,9144,2022-09-13,91,"5,743.54",0.09,522662.14,47039.5926,cash,605,,
394,685,1229,2022-01-24,16,325.14,0.31,5202.24,1612.6944,credit card,263,3550220095296127,jcb
395,911,7008,2022-03-07,27,"7,957.13",0.45,214842.51,96679.1295,cash,146,,
396,559,840,2022-02-26,1,"1,898.17",,1898.17,1898.17,credit card,864,502052076455795056,solo
397,205,4915,2022-01-21,29,"2,968.36",,86082.44,86082.44,cash,236,,
398,81,7603,2023-07-10,52,"7,463.63",,388108.76,388108.76,credit card,826,4913975608229754,visa-electron
399,691,5402,2022-09-09,83,"1,891.18",,156967.94,156967.94,credit card,365,4175004904900662,diners-club-carte-blanche
400,499,8439,2023-08-25,62,621.22,0.67,38515.64,25805.4788,credit card,433,3550777175749978,jcb
401,541,5450,2023-04-15,88,"2,275.83",0.45,200273.04,90122.868,credit card,567,3581206481037731,jcb
402,838,4434,2023-05-14,94,"1,853.53",,174231.82,174231.82,credit card,928,4508695224838629,visa-electron
403,173,6459,2022-07-27,98,"2,154.56",0.30,211146.88,63344.064,check,321,,
404,757,6800,2022-01-31,94,"7,566.56",,711256.64,711256.64,check,346,,
405,867,493,2022-12-29,46,"5,238.33",0.78,240963.18,187951.2804,cash,570,,
406,240,2524,2022-10-19,20,"5,180.61",0.35,103612.2,36264.27,credit card,172,378350513781743,americanexpress
407,112,7987,2022-04-21,65,"4,616.49",,300071.85,300071.85,cash,346,,
408,405,3935,2023-04-27,9,"2,562.95",,23066.55,23066.55,credit card,482,67592283920912610,maestro
409,340,9907,2022-12-21,53,"9,602.55",0.44,508935.15,223931.466,credit card,124,5469430905790145,diners-club-us-ca
410,915,7460,2023-03-09,90,"4,686.16",0.95,421754.4,400666.68,credit card,236,3580669397574892,jcb
411,634,7648,2022-12-30,74,"7,844.72",,580509.28,580509.28,credit card,747,337941736804153,americanexpress
412,457,4761,2022-02-01,77,"3,544.24",,272906.48,272906.48,cash,745,,
413,286,9681,2023-07-13,83,"8,528.77",,707887.91,707887.91,credit card,567,3576058984619656,jcb
414,960,6047,2022-02-11,45,"9,169.41",0.42,412623.45,173301.849,cash,655,,
415,522,6847,2022-12-19,43,"5,289.66",,227455.38,227455.38,credit card,668,6771120610174296773,laser
416,806,7013,2022-10-15,56,"7,555.37",,423100.72,423100.72,credit card,124,3579718689031757,maestro
417,573,4325,2023-05-22,45,"6,000.14",1.00,270006.3,270006.3,cash,230,,
418,782,6839,2022-08-14,56,"4,668.39",,261429.84,261429.84,credit card,673,201567331239306,bankcard
419,595,4855,2022-06-23,15,"3,010.82",,45162.3,45162.3,credit card,237,3553843981244252,jcb
420,921,1714,2022-01-31,91,"2,449.17",,222874.47,222874.47,credit card,567,36651456110095,jcb
421,232,1526,2022-01-24,84,"7,770.40",,652713.6,652713.6,credit card,61,201827910856122,diners-club-enroute
422,609,6956,2022-02-22,43,"4,537.21",,195100.03,195100.03,credit card,578,3570367243134381,jcb
423,670,6020,2023-07-03,92,"1,536.35",,141344.2,141344.2,cash,680,,
424,483,7735,2023-08-13,23,"9,427.79",,216839.17,216839.17,credit card,59,3587738396269730,jcb
425,692,6289,2023-03-03,7,"6,214.00",,43498,43498,credit card,57,6759757211524347641,laser
426,941,7045,2023-06-27,4,"8,079.91",0.98,32319.64,31673.2472,credit card,911,3528085100893682,jcb
427,702,1621,2023-09-14,12,"2,581.10",,30973.2,30973.2,credit card,268,5100135051096370,mastercard
428,567,2926,2023-12-17,75,"7,618.87",,571415.25,571415.25,cash,957,,
429,334,8212,2023-08-30,3,"2,129.83",,6389.49,6389.49,cash,225,,
430,324,1747,2023-09-25,47,71.57,,3363.79,3363.79,credit card,633,3555638913330502,jcb
431,706,6412,2023-03-08,52,"3,609.53",,187695.56,187695.56,credit card,9,3587712091730429,jcb
432,199,4541,2023-07-02,97,"6,566.59",,636959.23,636959.23,credit card,587,3588790562180091,jcb
433,916,3706,2022-05-30,82,"3,113.68",,255321.76,255321.76,cash,230,,
434,174,193,2023-05-09,45,"4,082.01",,183690.45,183690.45,credit card,586,3580005313937360,jcb
435,99,7741,2023-11-08,59,"3,900.36",0.08,230121.24,18409.6992,credit card,105,3568927110193077,jcb
436,219,6301,2023-06-01,56,"2,721.82",,152421.92,152421.92,check,985,,
437,149,7246,2023-10-05,38,614.58,,23354.04,23354.04,credit card,734,201897022128223,diners-club-enroute
438,153,4296,2022-07-12,50,"1,427.83",,71391.5,71391.5,cash,601,,
439,758,8446,2023-06-11,24,660.84,,15860.16,15860.16,check,6,,
440,383,7194,2023-09-29,16,15.43,,246.88,246.88,credit card,969,3568296376780443,diners-club-us-ca
441,359,5200,2023-12-25,17,"6,584.76",0.24,111940.92,26865.8208,credit card,644,5100136951206846,mastercard
442,901,5467,2023-08-05,64,"6,599.18",0.59,422347.52,249185.0368,check,212,,
443,432,768,2023-09-10,93,"6,492.00",,603756,603756,credit card,759,4903668276704353630,visa-electron
444,548,9442,2022-09-17,18,"2,234.75",0.96,40225.5,38616.48,cash,959,,
445,606,3885,2022-12-04,45,"2,976.01",0.88,133920.45,117849.996,credit card,139,3565966876484695,jcb
446,544,7064,2023-01-24,63,"9,212.89",0.67,580412.07,388876.0869,credit card,186,30007351621569,diners-club-carte-blanche
447,125,4825,2023-02-16,93,"8,877.46",,825603.78,825603.78,credit card,80,3543983832318658,diners-club-carte-blanche
448,734,2700,2023-06-07,9,607.31,,5465.79,5465.79,credit card,481,3575403933363801,solo
449,884,7224,2023-06-30,27,"6,029.30",0.76,162791.1,123721.236,credit card,427,5602219273170610,bankcard
450,44,75,2023-03-30,57,"5,623.12",0.55,320517.84,176284.812,cash,64,,
451,99,930,2022-03-10,57,"3,631.52",,206996.64,206996.64,credit card,171,3534251201790530,jcb
452,321,3223,2022-10-13,68,"1,758.07",0.81,119548.76,96834.4956,credit card,928,3536901860022991,visa-electron
453,690,1570,2023-01-27,38,"7,283.60",0.18,276776.8,49819.824,credit card,598,5432236432966361,diners-club-us-ca
454,478,5146,2022-09-02,43,"7,240.27",0.19,311331.61,59153.0059,check,455,,
455,455,6483,2022-06-27,29,"8,950.34",0.99,259559.86,256964.2614,check,883,,
456,377,1581,2023-10-31,17,"1,618.87",0.71,27520.79,19539.7609,credit card,948,5610742569320409,bankcard
457,745,3749,2023-01-06,8,"9,547.97",,76383.76,76383.76,credit card,824,6334603698640567,diners-club-carte-blanche
458,713,9785,2022-01-02,57,"4,373.25",,249275.25,249275.25,credit card,96,50389003618268643,maestro
459,268,7128,2023-03-17,51,335.79,,17125.29,17125.29,credit card,229,5602242772762919,china-unionpay
460,308,1597,2022-09-26,11,"4,150.82",,45659.02,45659.02,cash,750,,
461,912,1385,2022-04-14,99,"4,130.90",0.29,408959.1,118598.139,credit card,441,5108751307882702,mastercard
462,304,7237,2022-10-05,40,"2,940.28",0.98,117611.2,115258.976,credit card,584,3533670263905192,visa
463,73,6621,2023-03-28,8,"5,987.53",,47900.24,47900.24,credit card,619,201907713177221,diners-club-enroute
464,825,4074,2022-11-14,11,"7,826.08",0.38,86086.88,32713.0144,credit card,771,6389835035768230,instapayment
465,839,116,2023-03-01,93,"5,999.60",0.18,557962.8,100433.304,credit card,85,5546297682505708,mastercard
466,556,6574,2023-01-30,43,"3,602.58",0.33,154910.94,51120.6102,credit card,250,3585117514894509,china-unionpay
467,142,9917,2023-03-22,45,"3,555.47",,159996.15,159996.15,cash,472,,
468,234,4368,2022-05-17,57,"4,230.96",,241164.72,241164.72,cash,380,,
469,979,4158,2023-06-05,92,"3,827.53",0.95,352132.76,334526.122,credit card,195,5602253969562326205,china-unionpay
470,311,9945,2023-05-10,89,"9,868.49",0.35,878295.61,307403.4635,credit card,860,4041595399732389,solo
471,410,8543,2023-02-09,76,"9,782.52",0.90,743471.52,669124.368,credit card,932,3543028119391844,jcb
472,960,5675,2022-07-08,27,"6,931.02",0.79,187137.54,147838.6566,credit card,703,4911462794754665928,switch
473,542,1109,2022-04-16,54,"2,120.16",,114488.64,114488.64,cash,619,,
474,733,9487,2023-01-05,20,"1,817.56",0.36,36351.2,13086.432,credit card,707,3568122378938500,china-unionpay
475,925,4391,2022-06-02,9,"4,622.45",,41602.05,41602.05,credit card,614,56022112643837510,laser
476,118,802,2023-05-02,44,900.47,0.70,39620.68,27734.476,credit card,278,3585795184761635,visa
477,677,3685,2023-10-12,21,"2,660.72",0.52,55875.12,29055.0624,credit card,20,3535534175067657,jcb
478,144,4371,2022-03-05,22,"5,576.43",0.43,122681.46,52753.0278,cash,158,,
479,392,9247,2022-08-06,30,"3,461.04",,103831.2,103831.2,credit card,142,3558723078904460,jcb
480,422,652,2022-10-29,41,502.99,,20622.59,20622.59,cash,911,,
481,955,6355,2023-09-19,2,"3,113.08",0.72,6226.16,4482.8352,credit card,11,5100172390955834,mastercard
482,901,7707,2023-12-21,53,"3,257.12",0.47,172627.36,81134.8592,check,951,,
483,730,7903,2022-03-10,8,"1,389.98",0.20,11119.84,2223.968,credit card,231,3551653840230224,jcb
484,496,2454,2022-05-09,78,408.94,0.99,31897.32,31578.3468,credit card,64,3528047303160228,jcb
485,727,8409,2022-11-12,62,"8,447.48",,523743.76,523743.76,check,735,,
486,69,6627,2022-03-25,74,"4,108.64",,304039.36,304039.36,check,340,,
487,339,4827,2023-12-25,20,"8,918.74",,178374.8,178374.8,credit card,789,56022355085845596,china-unionpay
488,230,6957,2023-11-08,55,"3,151.60",,173338,173338,credit card,83,30254421007383,diners-club-carte-blanche
