user_id,first_name,last_name,email,phone_number,address,city,state,postal_code,country,date_of_birth,gender,nationality,job_title,department,salary,hire_date,termination_date,manager_id,employee_status,performance_rating,work_location,employee_type,employee_id,supervisor_id
107,Felicio,Blackwell,fblackwell2y@wordpress.com,691-313-0359,91522 Dixon Place,Pejibaye,,11907,Costa Rica,8/17/1995,Male,Netherlands,Occupational Therapist,Legal,81829.58,1/9/2018,10/29/2007,107,Inactive,3.3,Remote,Full-time,107,107
108,Donal,Karus,dkarus2z@shinystat.com,425-326-2881,4294 Northport Circle,Pasirsongket Dua,,,Indonesia,8/13/1960,Male,Japan,Dental Hygienist,Training,161049.03,11/11/2009,9/1/2001,108,Active,2.9,Headquarters,Part-time,108,108
109,Emmott,Earpe,eearpe30@discuz.net,283-418-6389,4680 Summit Drive,Perstorp,Skåne,284 92,Sweden,5/23/1985,Male,Nigeria,Financial Advisor,Services,198190.98,12/14/2005,6/17/2018,109,On Leave,2.7,Remote,Contract,109,109
110,Nanni,Shoveller,nshoveller31@usda.gov,960-811-1735,8713 Dryden Circle,Cibalung,,,Indonesia,6/12/1993,Female,Indonesia,Environmental Tech,Accounting,40752.58,1/19/2020,3/19/2021,110,Active,2.1,Branch Office,Part-time,110,110
111,Lorry,Hubbucks,lhubbucks32@imdb.com,966-949-4567,9 Carberry Plaza,Consolación del Sur,,,Cuba,8/12/1972,Male,China,Associate Professor,Legal,184974.31,8/24/2006,4/16/2006,111,Active,3.9,Remote,Contract,111,111
112,Lennard,Lavington,llavington33@stanford.edu,856-139-6792,9683 Artisan Way,Kogota,,987-0172,Japan,5/31/1975,Male,Venezuela,Web Designer I,Sales,198497.15,12/28/2008,9/12/2012,112,Inactive,4.2,Branch Office,Contract,112,112
113,Adolphus,McGonigal,amcgonigal34@umn.edu,596-532-1121,6 Coolidge Parkway,Delft,Provincie Zuid-Holland,2629,Netherlands,4/28/1954,Male,United States,Help Desk Technician,Legal,122696.82,5/28/2013,8/21/2014,113,Inactive,1.7,Headquarters,Contract,113,113
114,Ferd,De Filippo,fdefilippo35@wufoo.com,397-847-7548,48 Heffernan Avenue,Carmo do Cajuru,,35510-000,Brazil,7/23/1959,Genderqueer,China,Technical Writer,Accounting,31137.96,2/19/2000,4/19/2007,114,Active,4.0,Branch Office,Full-time,114,114
115,Bryan,Bohlmann,bbohlmann36@cbsnews.com,512-950-9960,5 Mccormick Plaza,Ndeaboh,,,Nigeria,10/9/1976,Male,Saudi Arabia,Account Executive,Engineering,167920.58,9/3/2005,5/10/2015,115,Active,4.1,Headquarters,Part-time,115,115
116,Fancy,Kupper,fkupper37@oracle.com,312-939-8172,181 Sunbrook Alley,Sinop,,78550-000,Brazil,9/27/1999,Female,Italy,Computer Systems Analyst II,Human Resources,76509.5,8/18/2015,4/19/2005,116,Active,2.7,Branch Office,Contract,116,116
117,Allistir,Butrimovich,abutrimovich38@boston.com,181-334-1958,1481 Sugar Alley,Nagoselo do Douro,Viseu,5130-225,Portugal,12/29/1956,Male,Croatia,Chemical Engineer,Human Resources,42622.56,9/23/2018,7/30/2022,117,Inactive,5.0,Headquarters,Full-time,117,117
118,Cale,Derrington,cderrington39@godaddy.com,949-117-2312,0004 Westerfield Place,Mloko,,,Indonesia,8/18/1968,Male,Russia,Senior Quality Engineer,Engineering,101927.03,10/19/2000,3/2/2012,118,Inactive,3.0,Headquarters,Contract,118,118
119,Roger,Vaughan,rvaughan3a@dailymail.co.uk,942-984-1530,05 Maywood Crossing,Montbéliard,Franche-Comté,25204 CEDEX,France,8/6/1994,Male,Brazil,Geological Engineer,Accounting,22904.75,6/7/2004,11/10/2002,119,On Leave,3.2,Remote,Full-time,119,119
120,Marcille,Cheltnam,mcheltnam3b@admin.ch,429-561-7563,21876 Clarendon Court,Rönninge,Stockholm,144 62,Sweden,9/27/1984,Female,Greece,Analog Circuit Design manager,Sales,89849.68,5/4/2003,10/18/2021,120,Active,3.7,Branch Office,Contract,120,120
121,Zena,Collis,zcollis3c@berkeley.edu,900-789-2353,090 Warner Drive,Neob,,,Indonesia,2/3/1950,Female,Netherlands,Chief Design Engineer,Sales,199772.46,3/12/2013,1/14/2011,121,Active,2.9,Headquarters,Contract,121,121
122,Fremont,Bexley,fbexley3d@usatoday.com,399-976-9438,5855 Lindbergh Pass,Xiadian,,,China,10/12/1988,Male,United States,Registered Nurse,Research and Development,149079.46,10/7/2020,9/23/2013,122,Active,1.5,Headquarters,Part-time,122,122
123,Tani,Verchambre,tverchambre3e@mysql.com,339-575-1910,04309 Fulton Avenue,Zhendu,,,China,12/22/1951,Female,Indonesia,Sales Associate,Research and Development,127740.89,12/22/2007,11/23/2005,123,Active,4.1,Remote,Full-time,123,123
124,Harrison,Sigmund,hsigmund3f@amazon.com,688-794-3931,1475 Golf View Court,Hualongyan,,,China,6/18/1952,Male,Sweden,Physical Therapy Assistant,Human Resources,168563.57,5/25/2002,8/10/2022,124,Inactive,3.2,Remote,Contract,124,124
125,Carlo,Burniston,cburniston3g@yahoo.co.jp,113-360-4967,6 Jackson Trail,Madolenihm Municipality Government,,,Micronesia,1/8/1981,Male,Greece,Programmer III,Human Resources,92231.72,6/4/2011,6/9/2003,125,On Leave,2.0,Remote,Contract,125,125
126,Lacee,Gori,lgori3h@nih.gov,258-612-0370,43 New Castle Lane,Kallinge,Blekinge,372 53,Sweden,11/22/1950,Female,China,Structural Analysis Engineer,Training,108506.05,12/18/2012,4/28/2020,126,Active,2.5,Branch Office,Contract,126,126
127,Errick,McGookin,emcgookin3i@washingtonpost.com,754-842-2026,24298 Main Street,Non Narai,,10160,Thailand,11/12/1950,Male,France,Marketing Assistant,Marketing,76066.67,5/28/2008,7/5/2021,127,Inactive,3.0,Branch Office,Part-time,127,127
128,Rosalia,McCaffrey,rmccaffrey3j@dell.com,437-727-4696,3006 American Junction,Duszniki-Zdrój,,57-340,Poland,1/13/1992,Female,Nigeria,Automation Specialist III,Services,50799.86,5/8/2019,6/13/2021,128,On Leave,3.1,Remote,Contract,128,128
129,Germayne,Busher,gbusher3k@gov.uk,233-386-1989,0 Lotheville Road,São João dos Patos,,65665-000,Brazil,12/23/1973,Male,Czech Republic,Environmental Tech,Services,133007.05,12/6/2002,9/2/2000,129,On Leave,3.6,Branch Office,Contract,129,129
130,Tracee,Dossett,tdossett3l@toplist.cz,687-773-6102,94 Miller Alley,Paris 15,Île-de-France,75902 CEDEX 15,France,5/8/1996,Female,Angola,Senior Financial Analyst,Research and Development,135248.14,2/3/2008,6/10/2010,130,Active,3.2,Headquarters,Full-time,130,130
131,Melamie,Jansson,mjansson3m@ebay.co.uk,170-730-2846,26901 Moose Court,Pangkajene,,,Indonesia,11/30/1974,Female,Russia,Research Assistant IV,Research and Development,120764.08,5/20/2001,8/25/2010,131,Active,2.3,Branch Office,Full-time,131,131
132,Korney,Klass,kklass3n@vinaora.com,227-719-2434,6993 Myrtle Avenue,Novorossiysk,,353993,Russia,5/6/2003,Female,Philippines,Help Desk Technician,Support,75588.83,8/27/2021,8/8/2000,132,Inactive,1.2,Headquarters,Contract,132,132
133,Archibaldo,Pinnington,apinnington3o@arizona.edu,983-532-4199,01353 Springview Way,Baiyin,,,China,11/1/1976,Male,Peru,Quality Engineer,Product Management,37077.74,8/12/2016,9/6/2011,133,On Leave,2.6,Branch Office,Full-time,133,133
134,Wolfy,Cope,wcope3p@livejournal.com,184-899-6453,0179 Artisan Court,Barra Mansa,,27300-000,Brazil,11/8/1976,Male,Russia,Cost Accountant,Training,163764.99,6/13/2000,6/23/2015,134,Inactive,3.4,Remote,Part-time,134,134
135,Vera,Oldman,voldman3q@tmall.com,814-928-2355,1619 Fieldstone Center,Katyr-Yurt,,366609,Russia,8/2/1998,Female,Sweden,Automation Specialist IV,Sales,64981.75,7/20/2021,8/28/2022,135,On Leave,1.8,Branch Office,Part-time,135,135
136,Gareth,Domaschke,gdomaschke3r@auda.org.au,539-346-7868,0778 Summerview Terrace,Kitamilo,,,Uganda,8/20/1995,Male,Honduras,Business Systems Development Analyst,Training,88281.88,4/5/2020,5/26/2010,136,Inactive,2.4,Branch Office,Contract,136,136
137,Zara,Cicci,zcicci3s@google.co.uk,818-730-1257,104 Farwell Lane,Yessentukskaya,,357637,Russia,7/28/2003,Female,China,Account Representative I,Training,84458.79,4/25/2018,6/21/2014,137,On Leave,4.2,Remote,Contract,137,137
138,Mariele,Liversidge,mliversidge3t@prnewswire.com,791-467-6141,93068 Buena Vista Pass,Sparwood,British Columbia,M2J,Canada,2/18/1984,Female,Czech Republic,Executive Secretary,Research and Development,59274.5,11/10/2004,1/4/2000,138,Inactive,2.8,Branch Office,Full-time,138,138
139,Olly,Edmead,oedmead3u@dailymail.co.uk,392-875-5020,2934 Schiller Junction,Huddinge,Stockholm,141 05,Sweden,7/27/1973,Female,Poland,Administrative Assistant I,Services,84635.53,9/30/2010,9/18/2011,139,Active,2.9,Remote,Part-time,139,139
140,Terri,Wetherick,twetherick3v@youtu.be,865-977-6509,8767 West Place,Orsk,,462409,Russia,8/24/1974,Female,Thailand,Payment Adjustment Coordinator,Sales,98938.42,10/29/2018,7/11/2009,140,Active,3.4,Remote,Full-time,140,140
141,Rhona,Gillan,rgillan3w@livejournal.com,613-587-7307,01481 Homewood Pass,Armstrong,British Columbia,M9R,Canada,8/27/1988,Female,Colombia,Human Resources Manager,Accounting,117754.27,11/24/2022,6/14/2007,141,Active,3.7,Headquarters,Contract,141,141
142,Dell,Allewell,dallewell3x@engadget.com,933-919-9434,31 Kings Way,Orillia,Ontario,L3V,Canada,4/8/1989,Female,China,Assistant Professor,Product Management,31324.16,3/23/2015,11/17/2010,142,Active,4.1,Branch Office,Contract,142,142
143,Elysia,Foulgham,efoulgham3y@flavors.me,381-979-9846,6082 Hanover Lane,Shicong,,,China,12/19/1952,Female,Japan,Administrative Officer,Accounting,114680.04,7/27/2006,6/27/2003,143,Inactive,1.4,Headquarters,Full-time,143,143
144,Adiana,Reagan,areagan3z@pen.io,127-842-9105,6 Express Park,Yuanbao,,,China,4/20/1976,Agender,Georgia,Community Outreach Specialist,Services,198951.12,5/22/2017,11/19/2003,144,On Leave,2.3,Headquarters,Part-time,144,144
145,Kermit,Van Arsdall,kvanarsdall40@cdc.gov,238-343-5234,9 Twin Pines Junction,Marisol,Setúbal,2855-174,Portugal,10/27/1993,Male,Indonesia,Office Assistant I,Services,163493.48,11/1/2005,2/13/2018,145,On Leave,3.6,Branch Office,Contract,145,145
146,Fanchette,Pauling,fpauling41@plala.or.jp,497-752-7584,71 Buell Terrace,Poitiers,Poitou-Charentes,86093 CEDEX 9,France,6/10/1987,Female,Japan,Help Desk Operator,Engineering,38075.67,6/7/2022,7/20/2011,146,Inactive,1.1,Branch Office,Full-time,146,146
147,Frayda,Taylorson,ftaylorson42@sfgate.com,172-602-9138,05 Everett Point,Colmeal,Coimbra,3070-094,Portugal,1/13/1958,Female,Indonesia,Developer II,Legal,48838.92,7/27/2021,7/15/2017,147,Active,1.9,Headquarters,Full-time,147,147
148,Korry,Adriano,kadriano43@printfriendly.com,816-894-0565,80 Washington Road,Datarnangka,,,Indonesia,1/15/1979,Female,Costa Rica,Human Resources Assistant II,Product Management,64867.51,12/18/2011,10/30/2021,148,Inactive,4.0,Headquarters,Contract,148,148
149,Tremaine,Forlonge,tforlonge44@angelfire.com,303-437-0056,24 Warbler Terrace,Jaquimeyes,,10411,Dominican Republic,9/26/1986,Male,Russia,Programmer Analyst I,Product Management,74521.05,2/3/2003,7/24/2002,149,On Leave,5.0,Branch Office,Part-time,149,149
150,Sharl,Aleksahkin,saleksahkin45@oracle.com,806-829-6499,3048 Miller Trail,Jonava,,55014,Lithuania,12/30/1963,Female,China,Geologist I,Research and Development,69175.89,6/16/2006,11/17/2018,150,Inactive,1.4,Remote,Contract,150,150
151,Curr,Trower,ctrower46@harvard.edu,990-261-3555,50655 Westerfield Terrace,Waingapu,,,Indonesia,11/19/1983,Male,Brazil,Staff Accountant II,Sales,65138.65,3/11/2019,8/25/2005,151,On Leave,1.4,Headquarters,Part-time,151,151
152,Kamila,Dailly,kdailly47@ucla.edu,102-510-9266,761 Ruskin Hill,Seixal,Lisboa,2530-254,Portugal,9/24/1996,Female,Japan,Geologist I,Product Management,31639.53,11/24/2021,9/17/2011,152,On Leave,1.1,Headquarters,Full-time,152,152
153,Bobbee,Roelvink,broelvink48@chronoengine.com,396-388-4339,25099 Harbort Drive,Belūsovka,,,Kazakhstan,3/26/1979,Female,Canada,Research Assistant III,Services,37837.98,10/17/2017,6/10/2001,153,Inactive,1.5,Branch Office,Contract,153,153
154,Amii,Blyden,ablyden49@bravesites.com,895-589-2177,84 Harper Avenue,Basel,Kanton Basel-Stadt,4055,Switzerland,6/25/1962,Female,Morocco,Speech Pathologist,Marketing,107165.3,8/8/2005,2/23/2013,154,Inactive,4.5,Branch Office,Part-time,154,154
155,Alyss,Mungan,amungan4a@hugedomains.com,342-892-5971,53 Riverside Court,Tegalgede,,,Indonesia,3/14/1976,Female,Kazakhstan,Compensation Analyst,Legal,93234.99,11/15/2016,1/21/2011,155,Inactive,3.4,Branch Office,Part-time,155,155
156,Myron,Shrive,mshrive4b@princeton.edu,858-392-3560,912 Sullivan Circle,Qingnianlu,,,China,2/28/1964,Male,Colombia,Assistant Media Planner,Product Management,44268.44,2/20/2013,12/4/2002,156,Active,3.4,Remote,Part-time,156,156
157,Demetris,Jenno,djenno4c@gizmodo.com,311-413-8284,3301 Independence Hill,Melaka,Melaka,75720,Malaysia,1/10/1973,Female,Philippines,Human Resources Manager,Research and Development,42979.6,6/5/2006,3/9/2010,157,Active,2.2,Branch Office,Full-time,157,157
158,Zeb,Charters,zcharters4d@discovery.com,716-455-7232,53 Farragut Way,Ovacik,İzmir,35890,Turkey,5/13/1963,Male,Russia,Recruiter,Human Resources,197385.63,6/19/2017,5/17/2000,158,Active,1.7,Branch Office,Full-time,158,158
159,Wyndham,Craigs,wcraigs4e@fema.gov,948-102-1055,49 Waywood Parkway,Santo Antônio do Içá,,69680-000,Brazil,12/22/1977,Bigender,Poland,Environmental Tech,Product Management,112948.37,4/29/2020,11/4/2018,159,Inactive,1.7,Headquarters,Part-time,159,159
160,Reinhold,Tibald,rtibald4f@wisc.edu,128-817-3182,45 Tomscot Circle,Ordino,,AD300,Andorra,8/30/1970,Male,Indonesia,Accounting Assistant I,Marketing,163124.24,6/8/2004,10/28/2019,160,Inactive,1.8,Branch Office,Part-time,160,160
161,Babita,Van der Veldt,bvanderveldt4g@friendfeed.com,813-820-0635,7 Autumn Leaf Way,Osiek,,87-340,Poland,3/13/1988,Female,France,Executive Secretary,Legal,135430.99,3/18/2000,7/20/2020,161,Active,1.4,Branch Office,Contract,161,161
162,Dennet,Tarplee,dtarplee4h@nyu.edu,391-928-0963,84560 Sherman Center,Cockburn Town,,,Turks and Caicos Islands,2/12/1973,Male,Thailand,Sales Representative,Legal,43001.52,2/10/2015,4/30/2014,162,On Leave,4.2,Headquarters,Contract,162,162
163,Vinni,Palfery,vpalfery4i@arizona.edu,631-622-1366,73 Loomis Point,Pidigan,,2806,Philippines,12/10/1961,Female,Indonesia,Senior Cost Accountant,Accounting,195508.18,6/29/2015,7/17/2001,163,On Leave,4.1,Branch Office,Full-time,163,163
164,Duke,Beasleigh,dbeasleigh4j@gizmodo.com,819-978-0344,21577 Eastlawn Junction,Koesan,,,South Korea,4/8/1988,Male,Costa Rica,Research Associate,Support,51054.03,4/4/2009,6/11/2004,164,Active,1.9,Headquarters,Full-time,164,164
165,Lind,Verbrugghen,lverbrugghen4k@dailymail.co.uk,914-301-9217,3 Jay Plaza,Jatirogo,,,Indonesia,8/1/1950,Female,China,Office Assistant I,Research and Development,171079.04,2/21/2001,12/25/2013,165,On Leave,2.2,Remote,Contract,165,165
166,Kendre,Parzizek,kparzizek4l@geocities.com,720-598-3890,253 Corscot Circle,Cendagah,,,Indonesia,11/28/1990,Bigender,Poland,Civil Engineer,Research and Development,30875.8,10/2/2013,9/1/2014,166,Inactive,1.3,Headquarters,Part-time,166,166
167,Zsa zsa,Ioselevich,zioselevich4m@marriott.com,646-604-3117,608 Fuller Crossing,Antrukan,,,Indonesia,3/8/2001,Female,Ukraine,Clinical Specialist,Sales,85521.9,1/10/2014,2/24/2002,167,Active,2.3,Branch Office,Full-time,167,167
168,Halsey,Dugmore,hdugmore4n@bigcartel.com,242-955-5638,094 Kim Drive,Botevgrad,,2162,Bulgaria,10/2/1993,Male,United States,VP Quality Control,Human Resources,70274.94,5/29/2002,6/26/2016,168,Inactive,4.8,Remote,Full-time,168,168
169,Eda,Andrick,eandrick4o@sitemeter.com,933-829-6788,69544 Donald Junction,Guanqiao,,,China,12/24/1958,Female,Nigeria,Help Desk Technician,Engineering,192939.08,7/1/2022,1/8/2016,169,Active,1.8,Remote,Full-time,169,169
170,Montgomery,Wooller,mwooller4p@phoca.cz,357-496-8693,3 Oak Drive,Gameleira,,55530-000,Brazil,9/14/1957,Male,China,Payment Adjustment Coordinator,Accounting,130755.17,2/24/2001,7/5/2000,170,On Leave,1.5,Remote,Full-time,170,170
171,Hansiain,D'Errico,hderrico4q@typepad.com,408-742-9902,33251 Express Street,Březí,,594 53,Czech Republic,3/4/1997,Male,United States,Civil Engineer,Sales,162859.28,12/4/2021,7/23/2017,171,On Leave,4.8,Remote,Contract,171,171
172,Husain,Bogaert,hbogaert4r@istockphoto.com,839-393-9351,29970 Lighthouse Bay Center,Loureiro,Viana do Castelo,4980-744,Portugal,11/24/1978,Male,Indonesia,General Manager,Business Development,140457.73,1/1/2001,11/8/2016,172,Active,1.2,Remote,Full-time,172,172
173,Helsa,Beevens,hbeevens4s@com.com,435-995-7397,529 Sunbrook Junction,Brak,,,Indonesia,11/9/1993,Agender,Indonesia,Information Systems Manager,Human Resources,146463.4,12/31/2008,8/26/2011,173,On Leave,4.7,Branch Office,Full-time,173,173
174,Kellyann,Mersh,kmersh4t@people.com.cn,863-347-8352,570 Homewood Court,Panambi,,98280-000,Brazil,2/29/1956,Genderfluid,Venezuela,Actuary,Sales,194206.7,10/4/2016,6/21/2006,174,On Leave,1.4,Headquarters,Full-time,174,174
175,Ogdon,Zorzini,ozorzini4u@xrea.com,944-871-1407,8 Fairfield Hill,Pejibaye,,11907,Costa Rica,11/29/1960,Male,Canada,Marketing Manager,Business Development,172778.61,3/17/2004,7/4/2013,175,Inactive,1.7,Headquarters,Part-time,175,175
176,Yovonnda,Derbyshire,yderbyshire4v@behance.net,857-874-7775,9482 Straubel Street,Huangdu,,,China,4/20/1970,Female,Ukraine,Speech Pathologist,Human Resources,92910.25,11/5/2007,8/17/2013,176,Active,4.3,Branch Office,Part-time,176,176
177,Antonin,Chamberlaine,achamberlaine4w@delicious.com,639-993-1340,5 Derek Street,Lohong,,,Indonesia,3/18/1959,Male,Egypt,Information Systems Manager,Training,88546.0,1/23/2017,10/22/2012,177,Inactive,2.4,Remote,Contract,177,177
178,Sloane,Huscroft,shuscroft4x@xing.com,231-914-8818,7 Columbus Place,Chishui,,,China,9/20/1957,Male,Japan,Chemical Engineer,Business Development,183418.74,2/2/2019,8/29/2002,178,On Leave,3.7,Branch Office,Full-time,178,178
179,Raimundo,Ellings,rellings4y@imdb.com,818-365-3746,3356 Marquette Street,Zhigong,,,China,10/15/1954,Male,Brazil,Data Coordinator,Support,88008.9,3/20/2002,1/20/2002,179,On Leave,1.7,Remote,Part-time,179,179
180,Ella,Pott,epott4z@paginegialle.it,342-757-1718,700 Becker Pass,Yankou,,,China,9/25/1962,Female,China,Teacher,Research and Development,152492.22,5/12/2014,12/8/2005,180,Inactive,3.2,Remote,Full-time,180,180
181,Miriam,Harber,mharber50@mozilla.org,114-434-7273,58 Lien Park,Puerto Santander,,548037,Colombia,1/2/1971,Female,Philippines,Senior Sales Associate,Human Resources,151877.06,12/15/2003,5/29/2002,181,Inactive,3.5,Remote,Part-time,181,181
182,Antonia,Claypool,aclaypool51@jigsy.com,309-260-0363,0 8th Street,Nizhyn,,,Ukraine,4/15/1999,Female,China,VP Accounting,Marketing,100365.43,7/21/2014,10/8/2000,182,Inactive,3.4,Headquarters,Full-time,182,182
183,Stanislaw,Coneybeer,sconeybeer52@comsenz.com,709-315-8731,64069 Amoth Lane,Mayqayyng,,,Kazakhstan,2/12/1998,Male,Mexico,Recruiter,Legal,74128.49,2/8/2018,9/16/2004,183,Active,3.6,Remote,Contract,183,183
184,Anet,Rillstone,arillstone53@pen.io,493-534-0547,910 Twin Pines Park,Wagini,,,Nigeria,11/25/1988,Female,Luxembourg,Pharmacist,Marketing,133356.3,7/24/2001,2/9/2002,184,Active,3.6,Branch Office,Part-time,184,184
185,Urbain,Housiaux,uhousiaux54@simplemachines.org,838-127-2408,8 Lindbergh Circle,Itapagé,,62600-000,Brazil,6/5/1957,Male,Portugal,Account Coordinator,Legal,101807.6,2/5/2006,11/2/2013,185,Active,3.8,Branch Office,Contract,185,185
186,Anna,Shimwell,ashimwell55@timesonline.co.uk,100-288-5796,897 6th Circle,Koronganayam,,,Indonesia,8/15/1954,Female,Greece,Software Consultant,Legal,165252.25,5/5/2019,8/5/2016,186,On Leave,1.7,Headquarters,Contract,186,186
187,Phyllida,Simcock,psimcock56@printfriendly.com,271-333-6933,00 Straubel Avenue,Mizunami,,957-0048,Japan,9/20/1970,Female,Sweden,Administrative Assistant IV,Engineering,135150.87,10/19/2017,8/14/2021,187,Inactive,2.3,Remote,Contract,187,187
188,Amalee,Champley,achampley57@cnet.com,650-829-1999,22 Eastwood Court,Adar,,,Morocco,6/9/1971,Female,Russia,Assistant Media Planner,Support,136057.45,12/22/2013,1/23/2007,188,Active,3.0,Branch Office,Full-time,188,188
189,Cristen,Kubelka,ckubelka58@php.net,693-202-1399,43690 Sherman Road,Xiangshi,,,China,12/4/1978,Bigender,Armenia,Product Engineer,Business Development,148855.36,9/19/2006,9/22/2019,189,Active,5.0,Remote,Part-time,189,189
190,Lonee,Leney,lleney59@instagram.com,455-632-6423,39924 Commercial Trail,Igreja,Aveiro,4540-579,Portugal,8/17/1999,Female,Ukraine,Payment Adjustment Coordinator,Legal,75458.95,12/11/2020,2/7/2001,190,Active,3.9,Remote,Contract,190,190
191,Tricia,Worsnup,tworsnup5a@spotify.com,643-599-0702,2099 Thackeray Center,Matsushima,,981-0213,Japan,8/5/1991,Female,Czech Republic,Director of Sales,Legal,152537.33,10/18/2012,4/5/2010,191,Inactive,4.0,Remote,Part-time,191,191
192,Wait,Hubbard,whubbard5b@seesaa.net,719-858-8462,346 Helena Crossing,Achanizo,,,Peru,10/21/1970,Non-binary,Cuba,Database Administrator II,Sales,75345.11,11/29/2014,12/8/2003,192,Inactive,5.0,Remote,Part-time,192,192
193,Murielle,Dorset,mdorset5c@topsy.com,524-290-4573,32 Melody Trail,Cuihuangkou,,,China,5/21/1993,Female,Norway,Assistant Professor,Support,135035.07,2/15/2016,10/20/2018,193,Active,2.8,Branch Office,Part-time,193,193
194,Broddy,Ladel,bladel5d@rakuten.co.jp,147-298-9558,76 Eagle Crest Center,La Fortuna,,50402,Costa Rica,7/17/1959,Male,Rwanda,Internal Auditor,Training,50113.82,1/27/2001,3/23/2009,194,Active,1.3,Headquarters,Contract,194,194
195,Velma,Smitten,vsmitten5e@fda.gov,849-397-8512,13183 Fuller Avenue,Tomarovka,,309090,Russia,12/26/1957,Female,Czech Republic,Teacher,Services,124652.81,12/2/2019,11/23/2001,195,Inactive,1.1,Remote,Part-time,195,195
196,Sinclair,Chittock,schittock5f@cyberchimps.com,497-688-8838,466 Kenwood Avenue,Bërxull,,,Albania,3/26/1953,Male,Macedonia,Research Associate,Training,154250.14,9/20/2022,4/29/2003,196,Inactive,1.6,Remote,Contract,196,196
